% Summer nighttime summer neutral atmosphere density at HAARP location
% ---------------------------------------------------------------------------
% Created on 2006-06-13
% MSIS-E-90 Atmosphere Model
% http://modelweb.gsfc.nasa.gov/models/msis.html
% LOCAL TIME IS USED
% ---------------------------------------------------------------------------
% ModelWeb Browser Results
% msis model listing
% Intut parameters
% year= 2000, month= 07, day= 01, hour=2.,
% latitude= 62.39, longitude= 214.85, height= 100.
% Prof. parameters: start= 0. stop= 200. step= 1.
%
% F10.7(daily) used: 165.0
% F10.7(3-month avg) used: 195.7
% ap(daily,0-3,3-6,6-9,9-12,12-33,33-59 h prior) used:
%     6.9     5.0   9.0   4.0   9.0   4.4   7.8
% ---------------------------------------------------------------------------
%                    NUMBER DENSITIES                 TEMPERATURE
%   H/KM     He/cm-3    Ar/cm-3    H/cm-3     N/cm-3     Tn/K
   440.0   6.261E+05  8.095E+02  3.062E+04  1.133E+06  1184.1
   445.0   6.153E+05  6.799E+02  3.048E+04  1.065E+06  1184.1
   450.0   6.047E+05  5.712E+02  3.035E+04  1.001E+06  1184.1
   455.0   5.942E+05  4.800E+02  3.022E+04  9.327E+05  1184.2
   460.0   5.840E+05  4.034E+02  3.008E+04  8.777E+05  1184.2
   465.0   5.739E+05  3.392E+02  2.995E+04  8.260E+05  1184.2
   470.0   5.641E+05  2.853E+02  2.982E+04  7.774E+05  1184.3
   475.0   5.544E+05  2.400E+02  2.970E+04  7.317E+05  1184.3
   480.0   5.449E+05  2.019E+02  2.957E+04  6.888E+05  1184.3
   485.0   5.356E+05  1.700E+02  2.944E+04  6.485E+05  1184.3
   490.0   5.265E+05  1.431E+02  2.931E+04  6.106E+05  1184.3
   495.0   5.175E+05  1.205E+02  2.919E+04  5.749E+05  1184.4
   500.0   5.087E+05  1.015E+02  2.906E+04  5.414E+05  1184.4
   505.0   5.000E+05  8.550E+01  2.894E+04  5.099E+05  1184.4
   510.0   4.915E+05  7.205E+01  2.881E+04  4.802E+05  1184.4
   515.0   4.832E+05  6.073E+01  2.869E+04  4.524E+05  1184.4
   520.0   4.750E+05  5.121E+01  2.857E+04  4.261E+05  1184.4
   525.0   4.670E+05  4.319E+01  2.845E+04  4.015E+05  1184.4
   530.0   4.591E+05  3.643E+01  2.833E+04  3.783E+05  1184.4
   535.0   4.514E+05  3.074E+01  2.821E+04  3.564E+05  1184.4
   540.0   4.438E+05  2.594E+01  2.809E+04  3.359E+05  1184.4
   545.0   4.363E+05  2.190E+01  2.797E+04  3.165E+05  1184.4
   550.0   4.290E+05  1.849E+01  2.785E+04  2.983E+05  1184.4
   555.0   4.218E+05  1.562E+01  2.773E+04  2.812E+05  1184.5
   560.0   4.148E+05  1.320E+01  2.762E+04  2.651E+05  1184.5
   565.0   4.079E+05  1.115E+01  2.750E+04  2.499E+05  1184.5
   570.0   4.011E+05  9.424E+00  2.738E+04  2.356E+05  1184.5
   575.0   3.944E+05  7.968E+00  2.727E+04  2.222E+05  1184.5
   580.0   3.878E+05  6.738E+00  2.716E+04  2.095E+05  1184.5
   585.0   3.814E+05  5.699E+00  2.704E+04  1.976E+05  1184.5
   590.0   3.751E+05  4.822E+00  2.693E+04  1.864E+05  1184.5
   595.0   3.688E+05  4.080E+00  2.682E+04  1.758E+05  1184.5
   600.0   3.627E+05  3.454E+00  2.671E+04  1.658E+05  1184.5
   605.0   3.568E+05  2.924E+00  2.659E+04  1.564E+05  1184.5
   610.0   3.509E+05  2.476E+00  2.648E+04  1.476E+05  1184.5
   615.0   3.451E+05  2.097E+00  2.637E+04  1.393E+05  1184.5
   620.0   3.394E+05  1.777E+00  2.627E+04  1.314E+05  1184.5
   625.0   3.339E+05  1.506E+00  2.616E+04  1.240E+05  1184.5
   630.0   3.284E+05  1.277E+00  2.605E+04  1.171E+05  1184.5
   635.0   3.230E+05  1.082E+00  2.594E+04  1.105E+05  1184.5
   640.0   3.177E+05  9.179E-01  2.584E+04  1.043E+05  1184.5
   645.0   3.125E+05  7.786E-01  2.573E+04  9.845E+04  1184.5
   650.0   3.074E+05  6.606E-01  2.562E+04  9.295E+04  1184.5
   655.0   3.024E+05  5.606E-01  2.552E+04  8.776E+04  1184.5
   660.0   2.975E+05  4.759E-01  2.541E+04  8.287E+04  1184.5
   665.0   2.927E+05  4.041E-01  2.531E+04  7.825E+04  1184.5
   670.0   2.880E+05  3.431E-01  2.521E+04  7.390E+04  1184.5
   675.0   2.833E+05  2.915E-01  2.510E+04  6.980E+04  1184.5
   680.0   2.787E+05  2.477E-01  2.500E+04  6.593E+04  1184.5
   685.0   2.742E+05  2.105E-01  2.490E+04  6.228E+04  1184.5
   690.0   2.698E+05  1.789E-01  2.480E+04  5.884E+04  1184.5
   695.0   2.655E+05  1.521E-01  2.470E+04  5.559E+04  1184.5
   700.0   2.612E+05  1.294E-01  2.460E+04  5.253E+04  1184.5
   705.0   2.570E+05  1.100E-01  2.450E+04  4.964E+04  1184.5
   710.0   2.529E+05  9.362E-02  2.440E+04  4.691E+04  1184.5
   715.0   2.488E+05  7.967E-02  2.430E+04  4.433E+04  1184.5
   720.0   2.449E+05  6.782E-02  2.421E+04  4.190E+04  1184.5
   725.0   2.409E+05  5.774E-02  2.411E+04  3.961E+04  1184.5
   730.0   2.371E+05  4.917E-02  2.401E+04  3.744E+04  1184.5
   735.0   2.333E+05  4.188E-02  2.392E+04  3.540E+04  1184.5
   740.0   2.296E+05  3.568E-02  2.382E+04  3.347E+04  1184.5
   745.0   2.260E+05  3.041E-02  2.373E+04  3.164E+04  1184.5
   750.0   2.224E+05  2.592E-02  2.363E+04  2.992E+04  1184.5
   755.0   2.189E+05  2.210E-02  2.354E+04  2.830E+04  1184.5
   760.0   2.154E+05  1.884E-02  2.344E+04  2.676E+04  1184.5
   765.0   2.120E+05  1.607E-02  2.335E+04  2.531E+04  1184.5
   770.0   2.087E+05  1.371E-02  2.326E+04  2.395E+04  1184.5
   775.0   2.054E+05  1.170E-02  2.317E+04  2.265E+04  1184.5
   780.0   2.022E+05  9.985E-03  2.307E+04  2.143E+04  1184.5
   785.0   1.990E+05  8.524E-03  2.298E+04  2.028E+04  1184.5
   790.0   1.959E+05  7.278E-03  2.289E+04  1.919E+04  1184.5
   795.0   1.928E+05  6.216E-03  2.280E+04  1.815E+04  1184.5
   800.0   1.898E+05  5.310E-03  2.271E+04  1.718E+04  1184.5
   805.0   1.868E+05  4.537E-03  2.262E+04  1.626E+04  1184.5
   810.0   1.839E+05  3.878E-03  2.253E+04  1.539E+04  1184.5
   815.0   1.811E+05  3.315E-03  2.245E+04  1.457E+04  1184.5
   820.0   1.782E+05  2.834E-03  2.236E+04  1.379E+04  1184.5
   825.0   1.755E+05  2.424E-03  2.227E+04  1.306E+04  1184.5
   830.0   1.728E+05  2.073E-03  2.218E+04  1.236E+04  1184.5
   835.0   1.701E+05  1.774E-03  2.210E+04  1.170E+04  1184.5
   840.0   1.675E+05  1.518E-03  2.201E+04  1.108E+04  1184.5
   845.0   1.649E+05  1.299E-03  2.193E+04  1.050E+04  1184.5
   850.0   1.623E+05  1.112E-03  2.184E+04  9.941E+03  1184.5
   855.0   1.598E+05  9.524E-04  2.176E+04  9.415E+03  1184.5
   860.0   1.574E+05  8.157E-04  2.167E+04  8.918E+03  1184.5
   865.0   1.550E+05  6.988E-04  2.159E+04  8.448E+03  1184.5
   870.0   1.526E+05  5.987E-04  2.151E+04  8.004E+03  1184.5
   875.0   1.502E+05  5.131E-04  2.142E+04  7.583E+03  1184.5
   880.0   1.479E+05  4.399E-04  2.134E+04  7.185E+03  1184.5
   885.0   1.457E+05  3.771E-04  2.126E+04  6.808E+03  1184.5
   890.0   1.435E+05  3.234E-04  2.118E+04  6.452E+03  1184.5
   895.0   1.413E+05  2.774E-04  2.110E+04  6.114E+03  1184.5
   900.0   1.391E+05  2.380E-04  2.102E+04  5.795E+03  1184.5
   905.0   1.370E+05  2.042E-04  2.094E+04  5.493E+03  1184.5
   910.0   1.349E+05  1.753E-04  2.086E+04  5.207E+03  1184.5
   915.0   1.329E+05  1.505E-04  2.078E+04  4.936E+03  1184.5
   920.0   1.309E+05  1.292E-04  2.070E+04  4.680E+03  1184.5
   925.0   1.289E+05  1.110E-04  2.062E+04  4.437E+03  1184.5
   930.0   1.270E+05  9.533E-05  2.054E+04  4.207E+03  1184.5
   935.0   1.251E+05  8.191E-05  2.046E+04  3.990E+03  1184.5
   940.0   1.232E+05  7.039E-05  2.039E+04  3.783E+03  1184.5
   945.0   1.213E+05  6.050E-05  2.031E+04  3.588E+03  1184.5
   950.0   1.195E+05  5.202E-05  2.023E+04  3.403E+03  1184.5
   955.0   1.177E+05  4.473E-05  2.016E+04  3.228E+03  1184.5
   960.0   1.160E+05  3.847E-05  2.008E+04  3.062E+03  1184.5
   965.0   1.142E+05  3.310E-05  2.000E+04  2.905E+03  1184.5
   970.0   1.125E+05  2.848E-05  1.993E+04  2.756E+03  1184.5
   975.0   1.108E+05  2.451E-05  1.986E+04  2.615E+03  1184.5
   980.0   1.092E+05  2.110E-05  1.978E+04  2.482E+03  1184.5
   985.0   1.076E+05  1.816E-05  1.971E+04  2.355E+03  1184.5
   990.0   1.060E+05  1.564E-05  1.963E+04  2.235E+03  1184.5
   995.0   1.044E+05  1.347E-05  1.956E+04  2.121E+03  1184.5
  1000.0   1.029E+05  1.161E-05  1.949E+04  2.013E+03  1184.5
